ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,LoanAmount,LoanDuration,MaritalStatus,HomeOwnershipStatus,MonthlyDebtPayments,DebtToIncomeRatio,LoanPurpose,PaymentHistory,SavingsAccountBalance,MonthlyIncome,NetWorth,InterestRate,LoanApproved,RiskScore
05-12-2023,58,75167,520,Employed,Bachelor,33913,48,Divorced,Own,519,0.172682705,Other,21,16810,6263.916667,31883,0.222332195,0,54
06-12-2023,27,,545,Employed,Bachelor,8380,,Divorced,Rent,220,0.321172166,Auto,28,1172,6438.666667,166054,0.313641126,0,50
07-12-2023,30,85219,,Employed,Bachelor,65642,48,Divorced,Own,433,0.239195838,Home,23,7663,7101.583333,230013,0.299639079,0,48
08-12-2023,24,79727,,Employed,Bachelor,19215,12,Married,Own,288,0.266866461,Auto,21,3070,6643.916667,145057,0.236705029,1,38.4
09-12-2023,37,21583,595,Employed,High School,32380,48,Married,Rent,343,0.286588567,Home,21,8685,1798.583333,96143,0.23824758,0,53
10-12-2023,45,65814,631,Employed,High School,9556,96,Single,Mortgage,175,0.371058672,Home,22,2402,5484.5,19349,0.22508692,0,55
11-12-2023,51,23638,627,Self-Employed,High School,35225,48,Married,Mortgage,476,0.339146991,Debt Consolidation,29,1983,1969.833333,6139,0.197724235,0,55
12-12-2023,39,163935,561,Employed,Bachelor,16862,72,Married,Rent,729,0.166727464,Education,28,3768,13661.25,65032,0.250957763,1,36
13-12-2023,36,67333,426,Employed,High School,19562,48,Married,Mortgage,254,0.303552829,Education,20,76062,5611.083333,52858,0.284380896,0,64
14-12-2023,41,36900,553,Employed,Master,16301,48,Single,Rent,478,0.010055031,Education,19,800,3075,56726,0.233702364,0,52
15-12-2023,29,60413,559,Employed,Associate,36182,36,Single,Own,405,0.26048584,Other,21,6772,5034.416667,263319,0.197926274,1,36
16-12-2023,65,29216,593,Self-Employed,,15566,24,Single,Mortgage,583,0.459926347,Home,26,3735,2434.666667,46167,0.195375417,0,65
17-12-2023,20,19381,572,Employed,Master,28975,60,Single,Mortgage,415,0.445078448,Other,30,750,1615.083333,39164,0.245162958,0,58
18-12-2023,42,70864,527,Employed,High School,,12,Divorced,Rent,461,0.162384367,Other,34,753,5905.333333,47483,0.262511781,0,50
19-12-2023,64,30308,604,Employed,High School,,96,Single,Mortgage,362,0.291066784,Debt Consolidation,25,2033,2525.666667,41281,0.218063537,0,49
20-12-2023,40,49272,545,Employed,Doctorate,13651,72,Single,Mortgage,151,0.31797294,Home,26,13408,4106,232825,0.262766203,1,40.8
21-12-2023,37,56078,588,Employed,Bachelor,30608,36,Single,Mortgage,225,0.257253347,Home,27,689,4673.166667,314456,0.19760453,1,36.8
22-12-2023,35,36588,565,Employed,High School,67502,48,Married,Own,278,0.618583654,Auto,20,3589,3049,84864,0.312430625,0,56
23-12-2023,37,20115,535,Employed,High School,25893,36,Married,Mortgage,540,0.103798303,Auto,23,1367,1676.25,86640,0.267415141,0,50
24-12-2023,56,61161,634,Employed,Master,,108,Married,Mortgage,642,0.429062642,Home,27,3616,5096.75,72754,0.330658787,0,62
25-12-2023,18,39817,589,Employed,Bachelor,18234,48,Single,Mortgage,326,0.588900778,Auto,21,15560,3318.083333,18989,0.180648256,0,58
26-12-2023,58,85176,627,Employed,High School,21700,12,Divorced,Mortgage,402,0.055625331,Other,21,12751,7098,3676,0.154413631,1,37.6
27-12-2023,22,220956,571,Unemployed,Master,29985,60,Married,Rent,346,0.125909014,Auto,30,1920,18413,44313,0.245792427,1,45.6
28-12-2023,36,15000,606,Employed,Associate,14185,48,Divorced,Rent,331,0.307877024,Education,27,9591,1250,41471,0.172498926,0,58
29-12-2023,34,30580,592,Unemployed,Doctorate,32990,36,Married,Mortgage,188,0.493532536,Auto,18,2529,2548.333333,5101,0.22831459,0,65
30-12-2023,47,,498,Employed,High School,20145,,Married,Rent,369,0.08997581,Auto,22,17733,3940.916667,338995,0.29132045,0,51
31-12-2023,20,69743,517,,Bachelor,14922,84,Single,Mortgage,91,0.461575087,Education,22,831,5811.916667,136860,0.23424998,1,40.8
01-01-2024,45,57180,577,Employed,High School,18521,12,Single,Mortgage,396,0.526873287,Home,32,5470,4765,95264,0.212507265,0,58
02-01-2024,64,102847,643,,Associate,35072,72,Married,Rent,645,0.392178418,Education,21,2478,8570.583333,43558,0.2742864,0,61
03-01-2024,23,15624,560,Employed,High School,39990,60,Single,Mortgage,203,0.393723134,Debt Consolidation,10,12503,1302,10262,0.230273108,0,56
04-01-2024,42,36961,599,Employed,Associate,29038,12,Married,Rent,322,0.400442512,Education,20,1134,3080.083333,44889,0.186076942,0,56
05-01-2024,32,92747,546,Employed,High School,33204,60,Single,Other,850,0.233708065,Home,24,10817,7728.916667,8497,0.269968452,0,54
06-01-2024,45,28709,,Employed,High School,39214,48,Divorced,Rent,483,0.445183704,Home,22,1396,2392.416667,21398,0.257408118,0,58
07-01-2024,40,15000,594,Unemployed,Doctorate,26646,36,Married,Rent,146,0.182924397,Home,24,1254,1250,76839,0.200283301,0,57
08-01-2024,32,23306,560,Employed,High School,11373,60,Single,Rent,337,0.17893328,Auto,19,3649,1942.166667,1146,0.191531218,0,55
09-01-2024,45,67086,501,Employed,Associate,30390,120,Single,Mortgage,420,0.064198275,Debt Consolidation,24,392,5590.5,6073,0.311211576,0,49
10-01-2024,61,56205,606,Employed,Bachelor,12502,24,Married,Rent,189,0.255678589,Auto,26,10188,4683.75,4163,0.151278595,1,41.6
11-01-2024,37,23414,,Employed,Bachelor,7412,36,Married,Rent,454,0.051383201,Home,18,1750,1951.166667,71795,0.173821218,0,48
12-01-2024,48,35338,604,Employed,Bachelor,25987,48,Divorced,Mortgage,503,0.336819797,Debt Consolidation,21,5135,2944.833333,61658,0.243846094,0,51
13-01-2024,24,16824,589,Employed,Bachelor,30694,72,Married,Rent,1197,0.170398777,Home,21,2875,1402,130475,0.219207416,0,50
14-01-2024,28,29949,611,Employed,Doctorate,18742,48,Married,Mortgage,567,0.074556059,Other,29,4220,2495.75,44267,0.2117833,0,50
15-01-2024,45,31318,540,Employed,Bachelor,49775,36,Divorced,Rent,223,0.351781786,Auto,23,17635,2609.833333,3128,0.274219183,0,55
16-01-2024,57,77559,665,Unemployed,Master,12122,72,Married,Mortgage,408,0.414592032,Home,23,470,6463.25,45727,0.196511119,0,52
17-01-2024,44,15000,557,Employed,Bachelor,32619,48,Widowed,Rent,608,0.145824254,Home,30,2102,1250,4496,0.256068255,0,55
18-01-2024,36,127578,595,Employed,Bachelor,24135,84,Married,Mortgage,777,0.126395613,Home,17,4639,10631.5,2081,0.261113008,1,40
19-01-2024,39,47586,620,EMPLOYED,Associate,18041,36,Married,Mortgage,570,0.441778669,Home,31,3068,3965.5,5396,0.205983769,0,53
20-01-2024,24,20992,479,Employed,High School,29168,72,Married,Rent,635,0.440805743,Auto,21,4056,1749.333333,50843,0.28599844,0,61
21-01-2024,47,27222,464,Employed,Associate,23092,48,Married,Other,327,0.144149319,Debt Consolidation,17,7273,2268.5,9993,0.241883136,0,51
22-01-2204,50,41181,536,Sel-fEmployed,Assoicate,31641,36,Married,Other,398,0.087021582,Home,24,1516,3431.75,10142,0.25704993,0,54
23-01-2024,34,43553,563,Employed,Associate,26244,60,Married,Other,280,0.401630719,Auto,27,4730,3629.416667,1876,0.227245411,0,58
24-01-2024,34,,614,,Bachelor,29499,,Married,Other,397,0.384855412,Other,28,6979,4533,36265,0.242050972,0,50
25-01-2024,43,41440,594,Employed,High School,22540,60,Divorced,Mortgage,449,0.438533571,Auto,22,3047,3453.333333,38137,0.243775489,0,56
26-01-2024,34,38671,,Employed,Bachelor,16935,72,Widowed,Mortgage,705,0.33055914,Education,19,304,3222.583333,19353,0.219548,0,54
27-01-2024,39,60356,,Employed,Master,16433,72,Single,Rent,889,0.120603102,Debt Consolidation,21,9476,5029.666667,663721,0.23749655,1,31.2
28-01-2024,65,15592,608,Employed,Associate,31273,48,Single,Rent,683,0.13166852,Education,26,3413,1299.333333,53367,0.21042165,0,46
29-01-2024,37,20864,505,Employed,High School,13193,24,Married,Own,402,0.668330508,Home,25,6901,1738.666667,27936,0.234148459,0,63
30-01-2024,35,26726,,,,49457,60,Widowed,Rent,425,0.495936904,Education,24,3534,2227.166667,2230,0.298680252,0,62
31-01-2024,32,26379,559,Employed,Master,32306,24,Married,Other,490,0.488331328,Auto,29,14785,2198.25,9375,0.240828223,0,58
01-02-2024,48,34434,545,Employed,Master,28682,60,Single,Other,425,0.479174086,Education,33,666,2869.5,132499,0.255354959,0,53
02-02-2024,37,23282,585,Employed,Master,33664,48,Widowed,Rent,295,0.585304091,Auto,26,11075,1940.166667,100189,0.257541454,0,62
03-02-2024,32,132452,546,Employed,High School,36024,48,Married,Mortgage,220,0.087493002,Auto,25,3564,11037.66667,47870,0.283492221,0,48
04-02-2024,55,23661,587,,Associate,16187,96,Divorced,Mortgage,551,0.37428139,Other,26,3381,1971.75,57755,0.27010282,0,53
05-02-2024,57,176963,632,Employed,Doctorate,24882,72,Married,Mortgage,338,0.377505972,Home,20,876,14746.91667,587276,0.267411714,1,32
06-02-2024,32,15000,500,Employed,Associate,20496,108,Married,Mortgage,527,0.654745179,Home,23,1321,1250,9588,0.337985955,0,72
07-02-2024,18,137037,529,Unemployed,High School,24641,48,Married,Mortgage,180,0.300428093,Debt Consolidation,18,2070,11419.75,208711,0.241301543,1,42.4
08-02-2024,52,61360,588,Employed,High School,24441,60,Married,Rent,749,0.128505919,Other,28,16093,5113.333333,8437,0.272443888,0,50
2024-02-90,31,81776,612,Employde,Dcotorate,14455,108,Married,Own,311,0.057025056,Home,31,2343,6814.666667,40458,0.242914321,1,38.4
10-02-2024,49,25334,602,Employed,Associate,35848,48,Single,Rent,882,0.427754319,Auto,24,1851,2111.166667,6314,0.205940178,0,54
11-02-2024,18,35214,571,Employed,Master,15293,48,Single,Own,654,0.634198549,Education,33,3989,2934.5,27941,0.206454037,0,58
21-02-2024,50,34267,606,Epmloyed,iHgh School,36302,108,Single,Other,350,0.278432317,Debt Consolidation,20,3795,2855.583333,255977,0.232998025,0,47
13-02-2024,25,37808,583,Employed,Bachelor,15324,24,Single,Own,487,0.28641001,Home,20,522,3150.666667,58663,0.178201534,0,58
14-02-2024,48,169702,484,Employed,High School,23218,36,Married,Other,128,0.498100913,Auto,29,6797,8403.5,52236,0.293256521,0,52
15-02-2024,40,61098,548,Employed,,9563,60,Married,Mortgage,191,0.496519082,Home,17,2886,5091.5,6400,0.266822587,0,58
16-02-2024,28,50351,593,Employed,Bachelor,16298,48,Single,Rent,257,0.156547111,Other,19,4069,4195.916667,19623,0.218023279,0,50
17-02-2024,35,82487,589,Employed,Associate,15971,60,Divorced,Rent,369,0.384463961,Auto,29,3334,6873.916667,42243,0.25968184,0,53
18-02-2024,48,,577,Employed,Bachelor,32591,,Single,Mortgage,329,0.087734212,Auto,24,1600,8281.25,36400,0.219172903,1,41.6
19-02-2024,41,35286,630,Employed,Doctorate,25822,60,Married,Rent,110,0.578440454,Other,21,7160,2940.5,178403,0.235028369,0,62
20-02-2024,47,34302,513,Employed,,18586,12,Single,Rent,468,0.369154737,Debt Consolidation,24,3399,2858.5,21700,0.213262115,0,57
21-02-2024,63,197055,587,Employed,,25115,24,Married,Rent,262,0.325549368,Auto,22,819,16421.25,60586,0.196667084,1,45.6
22-02-2024,21,40033,544,Employed,Bachelor,33754,48,Single,Mortgage,292,0.216674523,Debt Consolidation,21,3860,3336.083333,18544,0.274961959,0,54
23-02-2024,59,41483,634,Employed,Master,39260,36,Married,Rent,576,0.14663743,Auto,25,2607,3456.916667,2486,0.175639396,0,48
24-02-2024,41,48802,525,Unemployed,Bachelor,20909,60,Married,Rent,470,0.139377297,Education,21,15795,4066.833333,43401,0.240019455,0,54
25-02-2024,29,87731,588,Employed,Associate,9273,36,Married,Own,261,0.065894003,Auto,33,17566,7310.916667,76105,0.219691668,1,40
26-02-2024,24,67097,469,Employed,Bachelor,24425,60,Single,Mortgage,449,0.588452693,Home,20,4407,5591.416667,7915,0.263521217,0,59
27-02-2024,37,34287,523,Employed,High School,30223,120,Married,Own,261,0.328554571,Home,25,564,2857.25,38535,0.266359754,0,56
28-02-2024,51,,615,Self-Employed,High School,30181,,Married,Rent,545,0.256669588,Other,19,3500,6088.666667,54540,0.215162584,0,49
29-02-2024,38,110514,535,Employed,Bachelor,42342,108,Single,Mortgage,394,0.19364428,Home,23,7251,4683.583333,10770,0.320450489,0,49
01-03-2024,58,65601,657,Employed,Master,19960,60,Divorced,Mortgage,557,0.277466323,Home,22,11483,5466.75,45181,0.223984421,0,47
02-03-2024,22,,514,Unemployed,Associate,24825,,Divorced,Rent,241,0.289890564,Other,22,2229,2899.083333,46910,0.284464369,0,56
03-03-2024,39,60525,574,Employed,Bachelor,22353,48,Married,Own,226,0.314114487,Debt Consolidation,27,3470,5043.75,8796,0.219208855,0,55
04-03-2024,24,33352,584,Unemployed,Associate,58606,72,Single,Own,394,0.142365478,Debt Consolidation,15,1060,2779.333333,13995,0.266478059,0,54
05-03-2024,44,62153,,Employed,Bachelor,70638,60,Single,Mortgage,1078,0.365185991,Education,17,1437,5179.416667,131606,0.2209104,0,52
06-03-2024,50,64805,550,Employed,,55573,72,Married,Mortgage,402,0.367330928,Education,21,6274,5400.416667,239243,0.294388306,0,59
07-03-2024,34,15856,545,Self-Employed,Associate,24163,36,Married,Own,203,0.0834036,Home,22,2423,1321.333333,23277,0.248631718,0,55
08-03-2024,18,21481,527,Employed,High School,13485,48,Married,Mortgage,463,0.04200487,Debt Consolidation,29,3637,1790.083333,99489,0.258334378,0,52
09-03-2024,42,45179,595,Employed,,18297,84,Divorced,Mortgage,287,0.104666511,Home,24,2744,3764.916667,128722,0.213714425,0,50
10-03-2024,45,172033,646,Employed,Bachelor,16747,48,Divorced,Rent,182,0.114235598,Home,23,6554,14336.08333,2317,0.185411777,1,40
11-03-2024,44,45529,582,Employed,Bachelor,20330,60,Single,Mortgage,302,0.455680538,Debt Consolidation,17,2294,3794.083333,1420,0.266490319,0,56
12-03-2024,54,77853,658,Employed,Master,58366,36,Married,Rent,586,0.402617407,Debt Consolidation,23,293,6487.75,51258,0.241430225,0,50
13-03-2024,27,142853,576,Employed,High School,32744,60,Married,Rent,784,0.351604567,Home,33,10402,11904.41667,18463,0.248420684,1,41.6
14-03-2024,48,21467,,Employed,Bachelor,23387,36,Married,Rent,681,0.316237997,Auto,25,3790,1788.916667,52571,0.206515015,0,56
15-03-2024,54,21455,,Employed,Bachelor,35346,60,Divorced,Mortgage,234,0.324563423,Debt Consolidation,28,6709,1787.916667,332522,0.18697821,0,45
16-03-2024,18,22489,569,Employed,Associate,14867,24,Widowed,Rent,524,0.364278714,Other,22,4271,1874.083333,7323,0.20660827,0,58
17-03-2024,43,58856,641,Employed,Master,47429,60,Single,Own,321,0.515340264,Other,14,1419,4904.666667,23087,0.230776212,0,56
18-03-2024,33,34353,530,Employed,,6883,72,Married,Mortgage,270,0.485212033,Home,28,8619,2862.75,3180,0.259217586,0,57
19-03-2024,39,32596,612,Employed,Bachelor,16850,48,Married,Own,716,0.243466355,Debt Consolidation,30,1276,2716.333333,4616,0.22369766,0,50
20-03-2024,44,35186,551,Employed,Master,12959,60,Single,Mortgage,442,0.406464358,Debt Consolidation,23,5767,2932.166667,9959,0.251932395,0,58
21-03-2024,34,65426,561,Employed,High School,10881,36,Divorced,Mortgage,388,0.190472764,Auto,23,1495,5452.166667,8217,0.195257032,1,40
22-03-2024,31,34451,529,Employed,,44962,60,Divorced,Own,372,0.401458361,Other,29,1716,2870.916667,9565,0.312203987,0,57
23-03-2024,40,111773,569,Employed,Bachelor,55980,60,Single,Rent,200,0.11637917,Debt Consolidation,31,1163,9314.416667,167486,0.277281766,0,45
24-03-2024,26,27954,573,Employed,Master,13554,60,Single,Own,586,0.39622828,Education,31,4261,2329.5,14423,0.259211023,0,55
25-03-2024,26,139251,576,Employed,Associate,11526,60,Divorced,Mortgage,390,0.076705799,Debt Consolidation,29,7610,11604.25,56792,0.21878829,1,39.2
26-03-2024,48,23417,530,Employed,Bachelor,13516,24,Single,Mortgage,223,0.50835689,Other,28,4438,1951.416667,191100,0.196094493,1,44
27-03-2024,26,32877,534,Employed,High School,21029,60,Single,Own,461,0.416244394,Education,19,3036,2739.75,35661,0.254827199,0,61
28-03-2024,47,33777,634,Employed,Master,33427,108,Married,Rent,312,0.197244813,Home,21,5240,2814.75,1887,0.232005914,0,47
29-03-2024,45,54463,533,Employed,Bachelor,20924,48,Married,Mortgage,376,0.290045234,Auto,23,7011,4538.583333,81856,0.228151432,1,42.4
30-03-2024,19,22083,571,Self-Employed,Bachelor,36550,36,Married,Own,522,0.180236764,Education,24,1409,1840.25,5497,0.205454443,0,56
31-03-2024,31,15000,525,Employed,High School,21355,48,Divorced,Mortgage,284,0.135153719,Debt Consolidation,28,2944,1250,8341,0.248111795,0,53
01-04-2024,54,38315,614,Employed,Bachelor,15805,84,Divorced,Other,755,0.383395831,Debt Consolidation,21,8103,3192.916667,18807,0.27002246,0,55
02-04-2024,28,107169,598,Employed,High School,22633,60,Divorced,Mortgage,329,0.044968153,Home,22,7562,8930.75,8020,0.247895015,0,48
03-04-2024,34,32695,582,Unemployed,Master,47200,72,Divorced,Rent,304,0.22557019,Education,29,1176,2724.583333,20598,0.248874621,0,63
04-04-2024,45,77191,646,Employed,Master,99655,24,Married,Mortgage,599,0.485659343,Auto,22,11373,6432.583333,16312,0.256009887,0,52
05-04-2024,49,41944,483,Employed,High School,24721,48,Divorced,Mortgage,459,0.491066404,Home,24,1393,3495.333333,7675,0.308724927,0,56
06-04-2024,36,32297,601,Employed,Bachelor,14476,24,Single,Other,775,0.598772194,Home,23,8535,2691.416667,100286,0.212768713,0,51
07-04-2024,32,154395,432,Unemployed,Bachelor,26979,60,Married,Own,236,0.811771986,Debt Consolidation,23,909,12866.25,6140,0.324838782,1,50.4
08-04-2024,57,43944,614,Self-Employed,Master,16187,48,Divorced,Rent,301,0.716073196,Education,21,1649,3662,101682,0.217309122,1,44.8
09-04-2024,60,61394,624,EMPLOYED,Bachelor,10882,36,Married,Mortgage,408,0.177242044,Education,19,15633,5116.166667,27146,0.168002343,1,36.8
10-04-2024,51,61357,552,Employed,Doctorate,15238,48,Married,Mortgage,401,0.213094376,Home,29,1647,5113.083333,27680,0.217553217,1,42.4
11-04-2024,41,116216,621,Epmloyed,,39842,60,Married,Mortgage,1389,0.636735988,Auto,19,2825,9684.666667,295933,0.2211809,1,41.6
12-04-2024,30,18805,,Employed,High School,37647,24,Married,Mortgage,450,0.180731882,Debt Consolidation,17,8001,1567.083333,45150,0.213234441,0,54
13-04-2024,30,,496,Employed,Bachelor,21133,,Single,Mortgage,287,0.548786691,Auto,27,1993,14890.25,108285,0.281712611,1,40.8
2024-041-4,46,160633,636,Emploeyd,Bachleor,18751,60,Single,Own,463,0.121955411,Other,27,1644,13386.08333,15559,0.217766506,1,35.2
15-04-2024,45,59553,587,Employed,High School,21010,48,Single,Mortgage,695,0.338004502,Auto,24,8385,4962.75,294701,0.260400637,0,52
16-04-2024,56,65631,636,Employed,High School,10803,60,Married,Mortgage,319,0.110238852,Home,23,11189,5469.25,10774,0.230397931,0,47
17-04-2024,47,51237,638,Employed,,23120,48,Married,Mortgage,222,0.366367162,Home,24,780,4269.75,6356,0.218109865,0,68
202-404-18,21,39813,492,Epmloyed,aBchelor,55003,84,Married,Rent,203,0.155729859,Home,27,826,3317.75,94731,0.285465326,0,49
19-04-2024,52,60084,552,,High School,19529,48,Single,Rent,331,0.263724286,Other,21,1994,5007,1570692,0.23762704,1,35.2
20-04-2024,28,24733,478,,Master,16764,96,Single,Own,431,0.23444866,Home,30,8409,2061.083333,209018,0.251360444,0,51
21-04-2024,35,106311,561,Employed,High School,43824,36,Single,Rent,320,0.260549998,Home,27,3027,8859.25,18947,0.281453876,0,56
22-04-2024,43,47285,515,Employed,High School,,48,Married,Rent,426,0.159093277,Auto,28,638,3940.416667,10614,0.286951369,0,53
23-04-2024,63,60723,,,Associate,46538,72,Single,Rent,935,0.245691606,Home,30,7246,5060.25,6478,0.258467958,0,49
24-04-2024,77,41416,637,Employed,Master,16637,60,Divorced,Own,569,0.105435014,Auto,17,15485,3451.333333,129093,0.224982217,0,49
25-04-2024,47,120729,623,Employed,Bachelor,26787,36,Married,Own,645,0.584672336,Debt Consolidation,28,3159,10060.75,44075,0.169129162,1,51.2
26-04-2024,37,41421,592,,Associate,30866,48,Single,Mortgage,449,0.559653041,Debt Consolidation,23,619,3451.75,23775,0.231938782,0,61
27-04-2024,46,29718,,Employed,High School,31229,12,Single,Mortgage,545,0.387245217,Home,20,1192,2476.5,317950,0.23571589,0,50
28-04-2024,50,30304,563,Employed,Bachelor,18964,12,Single,Rent,1080,0.326997328,Debt Consolidation,25,3174,2525.333333,50818,0.1619712,0,54
29-04-2024,36,49112,450,Self-Employed,Bachelor,14867,48,Married,Own,805,0.597788726,Home,19,521,4092.666667,9685,0.265707415,0,63
